Timestamp;DateTime;Pirog17-cr1_ae3.445(AS49869 Piter-IX MSK)_tx;Pirog17-cr1_ae3.445(AS49869 Piter-IX MSK)_rx;Aggregated_tx;Aggregated_rx
1638184440;2021-11-29 14:14;184138632;1065179736;184138632;1065179736
1638184500;2021-11-29 14:15;177085936;1023545272;177085936;1023545272
1638184560;2021-11-29 14:16;215080560;1108114584;215080560;1108114584
1638184620;2021-11-29 14:17;213890728;1187786616;213890728;1187786616
1638184680;2021-11-29 14:18;202000264;1159151808;202000264;1159151808
1638184740;2021-11-29 14:19;192531488;1111519080;192531488;1111519080
1638184800;2021-11-29 14:20;207355696;1115965680;207355696;1115965680
1638184860;2021-11-29 14:21;216275704;1186584872;216275704;1186584872
1638184920;2021-11-29 14:22;190173008;1029506432;190173008;1029506432
1638184980;2021-11-29 14:23;196587720;1157418768;196587720;1157418768
1638185040;2021-11-29 14:24;171511928;1030901904;171511928;1030901904
1638185100;2021-11-29 14:25;182044808;1000722920;182044808;1000722920
1638185160;2021-11-29 14:26;216039248;1082295632;216039248;1082295632
1638185220;2021-11-29 14:27;195098904;1057344960;195098904;1057344960
1638185280;2021-11-29 14:28;217646408;1049767088;217646408;1049767088
1638185340;2021-11-29 14:29;209963032;1101281360;209963032;1101281360
1638185400;2021-11-29 14:30;204101704;1018072728;204101704;1018072728
1638185460;2021-11-29 14:31;211030104;1141405544;211030104;1141405544
1638185520;2021-11-29 14:32;213928608;1088064616;213928608;1088064616
1638185580;2021-11-29 14:33;215611312;1141343592;215611312;1141343592
1638185640;2021-11-29 14:34;219216120;1106992912;219216120;1106992912
1638185700;2021-11-29 14:35;193613568;1136682312;193613568;1136682312
1638185760;2021-11-29 14:36;214634224;1215427704;214634224;1215427704
1638185820;2021-11-29 14:37;208238512;1194249688;208238512;1194249688
1638185880;2021-11-29 14:38;208427408;1199819704;208427408;1199819704
1638185940;2021-11-29 14:39;228003112;1156364912;228003112;1156364912
1638186000;2021-11-29 14:40;488827056;1401670400;488827056;1401670400
1638186060;2021-11-29 14:41;312249320;1227003112;312249320;1227003112
1638186120;2021-11-29 14:42;226111984;1178941264;226111984;1178941264
1638186180;2021-11-29 14:43;227489128;1202721904;227489128;1202721904
1638186240;2021-11-29 14:44;213961712;1084641448;213961712;1084641448
1638186300;2021-11-29 14:45;215179152;1041419256;215179152;1041419256
1638186360;2021-11-29 14:46;287870472;1238362632;287870472;1238362632
1638186420;2021-11-29 14:47;238495024;1201310264;238495024;1201310264
1638186480;2021-11-29 14:48;245445856;1282349040;245445856;1282349040
1638186540;2021-11-29 14:49;222394160;1091271264;222394160;1091271264
1638186600;2021-11-29 14:50;208095496;986456728;208095496;986456728
1638186660;2021-11-29 14:51;234803144;1090178064;234803144;1090178064
1638186720;2021-11-29 14:52;283407128;1121577048;283407128;1121577048
1638186780;2021-11-29 14:53;260287200;1184666480;260287200;1184666480
1638186840;2021-11-29 14:54;264985664;1264453200;264985664;1264453200
1638186900;2021-11-29 14:55;226983376;1052620024;226983376;1052620024
1638186960;2021-11-29 14:56;215046880;1084501336;215046880;1084501336
1638187020;2021-11-29 14:57;210982648;960093232;210982648;960093232
1638187080;2021-11-29 14:58;228881856;1091664000;228881856;1091664000
1638187140;2021-11-29 14:59;237639832;1103499672;237639832;1103499672
1638187200;2021-11-29 15:00;220777552;1034683312;220777552;1034683312
1638187260;2021-11-29 15:01;251375528;1235649064;251375528;1235649064
1638187320;2021-11-29 15:02;233622632;1234498000;233622632;1234498000
1638187380;2021-11-29 15:03;264161368;1268547896;264161368;1268547896
1638187440;2021-11-29 15:04;282177952;1137211576;282177952;1137211576
1638187500;2021-11-29 15:05;279728456;1044374112;279728456;1044374112
1638187560;2021-11-29 15:06;281104776;1072950552;281104776;1072950552
1638187620;2021-11-29 15:07;279181392;1043935256;279181392;1043935256
1638187680;2021-11-29 15:08;286402856;1041382208;286402856;1041382208
1638187740;2021-11-29 15:09;295325728;1330402920;295325728;1330402920
1638187800;2021-11-29 15:10;254874448;1297371720;254874448;1297371720
1638187860;2021-11-29 15:11;315358256;1153801648;315358256;1153801648
1638187920;2021-11-29 15:12;304424080;1062896368;304424080;1062896368
1638187980;2021-11-29 15:13;311726808;1732963832;311726808;1732963832
1638188040;2021-11-29 15:14;287364664;1050235264;287364664;1050235264
1638188100;2021-11-29 15:15;278151560;1017825520;278151560;1017825520
1638188160;2021-11-29 15:16;319616488;1122835856;319616488;1122835856
1638188220;2021-11-29 15:17;319508976;1047552640;319508976;1047552640
1638188280;2021-11-29 15:18;483923648;1127912240;483923648;1127912240
1638188340;2021-11-29 15:19;510830656;1113765096;510830656;1113765096
1638188400;2021-11-29 15:20;496308256;1127051384;496308256;1127051384
1638188460;2021-11-29 15:21;451826792;1082087352;451826792;1082087352
1638188520;2021-11-29 15:22;422572240;1035442872;422572240;1035442872
1638188580;2021-11-29 15:23;407633024;997923936;407633024;997923936
1638188640;2021-11-29 15:24;424577040;1046761752;424577040;1046761752
1638188700;2021-11-29 15:25;412449584;1050524464;412449584;1050524464
1638188760;2021-11-29 15:26;494182560;1174840912;494182560;1174840912
1638188820;2021-11-29 15:27;525869088;1110105312;525869088;1110105312
1638188880;2021-11-29 15:28;475712664;1078055224;475712664;1078055224
1638188940;2021-11-29 15:29;306233368;1048621488;306233368;1048621488
1638189000;2021-11-29 15:30;252516040;942482360;252516040;942482360
1638189060;2021-11-29 15:31;289247752;1101644064;289247752;1101644064
1638189120;2021-11-29 15:32;275169608;1125777976;275169608;1125777976
1638189180;2021-11-29 15:33;273112984;970274240;273112984;970274240
1638189240;2021-11-29 15:34;288570888;1050722336;288570888;1050722336
1638189300;2021-11-29 15:35;287251576;1011921896;287251576;1011921896
1638189360;2021-11-29 15:36;333929376;1114196824;333929376;1114196824
1638189420;2021-11-29 15:37;282609208;1178119576;282609208;1178119576
1638189480;2021-11-29 15:38;265586672;1127801264;265586672;1127801264
1638189540;2021-11-29 15:39;289032128;1006994456;289032128;1006994456
1638189600;2021-11-29 15:40;291070608;990323624;291070608;990323624
1638189660;2021-11-29 15:41;303889936;1179153696;303889936;1179153696
1638189720;2021-11-29 15:42;248410536;1094273648;248410536;1094273648
1638189780;2021-11-29 15:43;263452064;1062559736;263452064;1062559736
1638189840;2021-11-29 15:44;295165096;1067672576;295165096;1067672576
1638189900;2021-11-29 15:45;273099600;1069578360;273099600;1069578360
1638189960;2021-11-29 15:46;307298448;1101787976;307298448;1101787976
1638190020;2021-11-29 15:47;325968664;1104624264;325968664;1104624264
1638190080;2021-11-29 15:48;336097944;1099995536;336097944;1099995536
1638190140;2021-11-29 15:49;359039064;1205249968;359039064;1205249968
1638190200;2021-11-29 15:50;374720632;1110324832;374720632;1110324832
1638190260;2021-11-29 15:51;313807392;1136256800;313807392;1136256800
1638190320;2021-11-29 15:52;343945448;1085891960;343945448;1085891960
1638190380;2021-11-29 15:53;327514008;1102840584;327514008;1102840584
1638190440;2021-11-29 15:54;335908312;1131609016;335908312;1131609016
1638190500;2021-11-29 15:55;362054424;1127657760;362054424;1127657760
1638190560;2021-11-29 15:56;409509264;1157528648;409509264;1157528648
1638190620;2021-11-29 15:57;434896736;1127639824;434896736;1127639824
1638190680;2021-11-29 15:58;459545376;1094763760;459545376;1094763760
1638190740;2021-11-29 15:59;452863040;1113370952;452863040;1113370952
1638190800;2021-11-29 16:00;402486608;1103424040;402486608;1103424040
1638190860;2021-11-29 16:01;430083936;1284688200;430083936;1284688200
1638190920;2021-11-29 16:02;321011024;1174090312;321011024;1174090312
1638190980;2021-11-29 16:03;286729072;1232071480;286729072;1232071480
1638191040;2021-11-29 16:04;287648792;1130992192;287648792;1130992192
1638191100;2021-11-29 16:05;313738792;1122865664;313738792;1122865664
1638191160;2021-11-29 16:06;344799592;1212506472;344799592;1212506472
1638191220;2021-11-29 16:07;336140064;1165032072;336140064;1165032072
1638191280;2021-11-29 16:08;351617408;1151428408;351617408;1151428408
1638191340;2021-11-29 16:09;437871672;1176614264;437871672;1176614264
1638191400;2021-11-29 16:10;334958872;1126186048;334958872;1126186048
1638191460;2021-11-29 16:11;458465064;1129198088;458465064;1129198088
1638191520;2021-11-29 16:12;450841120;1209019120;450841120;1209019120
1638191580;2021-11-29 16:13;435426656;1235827488;435426656;1235827488
1638191640;2021-11-29 16:14;454352824;1161086368;454352824;1161086368
1638191700;2021-11-29 16:15;478863256;1122910224;478863256;1122910224
1638191760;2021-11-29 16:16;473461656;1220471856;473461656;1220471856
1638191820;2021-11-29 16:17;454387296;1160204024;454387296;1160204024
1638191880;2021-11-29 16:18;476883696;1291084336;476883696;1291084336
1638191940;2021-11-29 16:19;438063560;1206093184;438063560;1206093184
1638192000;2021-11-29 16:20;423867416;1032731320;423867416;1032731320
1638192060;2021-11-29 16:21;484480104;1202450656;484480104;1202450656
1638192120;2021-11-29 16:22;475127280;1115493328;475127280;1115493328
1638192180;2021-11-29 16:23;422155432;1059413088;422155432;1059413088
1638192240;2021-11-29 16:24;425507240;1170356048;425507240;1170356048
1638192300;2021-11-29 16:25;348279792;1033143232;348279792;1033143232
1638192360;2021-11-29 16:26;371438024;1211841576;371438024;1211841576
1638192420;2021-11-29 16:27;387235256;1223141912;387235256;1223141912
1638192480;2021-11-29 16:28;382480184;1132574048;382480184;1132574048
1638192540;2021-11-29 16:29;399948592;1158019056;399948592;1158019056
1638192600;2021-11-29 16:30;378271800;1056009744;378271800;1056009744
1638192660;2021-11-29 16:31;508071296;1188446464;508071296;1188446464
1638192720;2021-11-29 16:32;532810952;1192589840;532810952;1192589840
1638192780;2021-11-29 16:33;537317544;1151239784;537317544;1151239784
1638192840;2021-11-29 16:34;463508872;1113495512;463508872;1113495512
1638192900;2021-11-29 16:35;392760760;1285282432;392760760;1285282432
1638192960;2021-11-29 16:36;408272264;1118368568;408272264;1118368568
1638193020;2021-11-29 16:37;429564328;1066742832;429564328;1066742832
1638193080;2021-11-29 16:38;361293024;1089694024;361293024;1089694024
1638193140;2021-11-29 16:39;337686520;1072716712;337686520;1072716712
1638193200;2021-11-29 16:40;313005784;1034220960;313005784;1034220960
1638193260;2021-11-29 16:41;325874208;1272447960;325874208;1272447960
1638193320;2021-11-29 16:42;306530256;1150742048;306530256;1150742048
1638193380;2021-11-29 16:43;299442720;1156217912;299442720;1156217912
1638193440;2021-11-29 16:44;284699088;1121093456;284699088;1121093456
1638193500;2021-11-29 16:45;412947640;1036372880;412947640;1036372880
1638193560;2021-11-29 16:46;541847776;1069098488;541847776;1069098488
1638193620;2021-11-29 16:47;400363920;975601584;400363920;975601584
1638193680;2021-11-29 16:48;329308168;977100088;329308168;977100088
1638193740;2021-11-29 16:49;315205248;1020090136;315205248;1020090136
1638193800;2021-11-29 16:50;324350312;1085017624;324350312;1085017624
1638193860;2021-11-29 16:51;422607096;1035059392;422607096;1035059392
1638193920;2021-11-29 16:52;387136600;1053924808;387136600;1053924808
1638193980;2021-11-29 16:53;355100528;1038182944;355100528;1038182944
1638194040;2021-11-29 16:54;455084056;1039177936;455084056;1039177936
1638194100;2021-11-29 16:55;308715168;924846664;308715168;924846664
1638194160;2021-11-29 16:56;361970768;1008543560;361970768;1008543560
1638194220;2021-11-29 16:57;342273992;1047392040;342273992;1047392040
1638194280;2021-11-29 16:58;336826640;1118125312;336826640;1118125312
1638194340;2021-11-29 16:59;321975272;1149341968;321975272;1149341968
1638194400;2021-11-29 17:00;313186656;1126500528;313186656;1126500528
1638194460;2021-11-29 17:01;333393224;1372845728;333393224;1372845728
1638194520;2021-11-29 17:02;354954952;1102167960;354954952;1102167960
1638194580;2021-11-29 17:03;437766728;1157561688;437766728;1157561688
1638194640;2021-11-29 17:04;458919984;1191376248;458919984;1191376248
1638194700;2021-11-29 17:05;389641072;1119498080;389641072;1119498080
1638194760;2021-11-29 17:06;383697432;1087084240;383697432;1087084240
1638194820;2021-11-29 17:07;402729912;1050388976;402729912;1050388976
1638194880;2021-11-29 17:08;379527208;1074732976;379527208;1074732976
1638194940;2021-11-29 17:09;431353024;1124009272;431353024;1124009272
1638195000;2021-11-29 17:10;512661576;1246744056;512661576;1246744056
1638195060;2021-11-29 17:11;449201304;1087781392;449201304;1087781392
1638195120;2021-11-29 17:12;372584600;1163888168;372584600;1163888168
1638195180;2021-11-29 17:13;348445768;1133241624;348445768;1133241624
1638195240;2021-11-29 17:14;361649512;1205218152;361649512;1205218152
1638195300;2021-11-29 17:15;364239664;1252799416;364239664;1252799416
1638195360;2021-11-29 17:16;340175256;1308406112;340175256;1308406112
1638195420;2021-11-29 17:17;339102000;1105050152;339102000;1105050152
1638195480;2021-11-29 17:18;407042800;1119556152;407042800;1119556152
1638195540;2021-11-29 17:19;531394592;1097647008;531394592;1097647008
1638195600;2021-11-29 17:20;309139288;1081657472;309139288;1081657472
1638195660;2021-11-29 17:21;352669832;1287217024;352669832;1287217024
1638195720;2021-11-29 17:22;295726400;1574396816;295726400;1574396816
1638195780;2021-11-29 17:23;279727184;1318915424;279727184;1318915424
1638195840;2021-11-29 17:24;302203160;1327744536;302203160;1327744536
1638195900;2021-11-29 17:25;295320400;1172346840;295320400;1172346840
1638195960;2021-11-29 17:26;314396512;1240722800;314396512;1240722800
1638196020;2021-11-29 17:27;285802848;1071157832;285802848;1071157832
1638196080;2021-11-29 17:28;311299128;1054731360;311299128;1054731360
1638196140;2021-11-29 17:29;296252456;1006168840;296252456;1006168840
1638196200;2021-11-29 17:30;281117408;981054784;281117408;981054784
1638196260;2021-11-29 17:31;309789848;1157044912;309789848;1157044912
1638196320;2021-11-29 17:32;302474696;1130750088;302474696;1130750088
1638196380;2021-11-29 17:33;318477504;1130223016;318477504;1130223016
1638196440;2021-11-29 17:34;323743280;1095779008;323743280;1095779008
1638196500;2021-11-29 17:35;301792008;984181680;301792008;984181680
1638196560;2021-11-29 17:36;346135120;1127391832;346135120;1127391832
1638196620;2021-11-29 17:37;479654648;1153280832;479654648;1153280832
1638196680;2021-11-29 17:38;339339592;1087439040;339339592;1087439040
1638196740;2021-11-29 17:39;377894720;1062829952;377894720;1062829952
1638196800;2021-11-29 17:40;380952992;919881224;380952992;919881224
1638196860;2021-11-29 17:41;485018352;1055049888;485018352;1055049888
1638196920;2021-11-29 17:42;438411744;1188192464;438411744;1188192464
1638196980;2021-11-29 17:43;394432736;1012324920;394432736;1012324920
1638197040;2021-11-29 17:44;388271560;1087241632;388271560;1087241632
1638197100;2021-11-29 17:45;304119736;1047128920;304119736;1047128920
1638197160;2021-11-29 17:46;292491912;1086829248;292491912;1086829248
1638197220;2021-11-29 17:47;272443424;1124271024;272443424;1124271024
1638197280;2021-11-29 17:48;299351304;1060188264;299351304;1060188264
1638197340;2021-11-29 17:49;284108664;1113031488;284108664;1113031488
1638197400;2021-11-29 17:50;271739328;1072442496;271739328;1072442496
1638197460;2021-11-29 17:51;290677664;1166584928;290677664;1166584928
1638197520;2021-11-29 17:52;312037296;1185428048;312037296;1185428048
1638197580;2021-11-29 17:53;338144856;1110242064;338144856;1110242064
1638197640;2021-11-29 17:54;458129408;1085145312;458129408;1085145312
1638197700;2021-11-29 17:55;492719672;1072342336;492719672;1072342336
1638197760;2021-11-29 17:56;475134824;1112427512;475134824;1112427512
1638197820;2021-11-29 17:57;417089920;1112828880;417089920;1112828880
1638197880;2021-11-29 17:58;522318888;1158877488;522318888;1158877488
1638197940;2021-11-29 17:59;568236600;1211616768;568236600;1211616768
1638198000;2021-11-29 18:00;486933760;980553512;486933760;980553512
1638198060;2021-11-29 18:01;403298648;1060018128;403298648;1060018128
1638198120;2021-11-29 18:02;346307472;986246184;346307472;986246184
1638198180;2021-11-29 18:03;329736920;953845832;329736920;953845832
1638198240;2021-11-29 18:04;310398392;949301504;310398392;949301504
1638198300;2021-11-29 18:05;278243648;964656824;278243648;964656824
1638198360;2021-11-29 18:06;274313176;1029759648;274313176;1029759648
1638198420;2021-11-29 18:07;232657496;1011677768;232657496;1011677768
1638198480;2021-11-29 18:08;224228488;979050816;224228488;979050816
1638198540;2021-11-29 18:09;205703096;964108608;205703096;964108608
1638198600;2021-11-29 18:10;191399496;995812896;191399496;995812896
1638198660;2021-11-29 18:11;247287008;1153895320;247287008;1153895320
1638198720;2021-11-29 18:12;220386672;981340912;220386672;981340912
1638198780;2021-11-29 18:13;253277064;971456720;253277064;971456720
1638198840;2021-11-29 18:14;258172448;962054792;258172448;962054792
1638198900;2021-11-29 18:15;262307576;921907848;262307576;921907848
1638198960;2021-11-29 18:16;281217616;1136735376;281217616;1136735376
1638199020;2021-11-29 18:17;278078728;982212904;278078728;982212904
1638199080;2021-11-29 18:18;258145840;1014825008;258145840;1014825008
1638199140;2021-11-29 18:19;275017888;1004428672;275017888;1004428672
1638199200;2021-11-29 18:20;265957928;1098380104;265957928;1098380104
1638199260;2021-11-29 18:21;272925120;1110102880;272925120;1110102880
1638199320;2021-11-29 18:22;213805688;1003800360;213805688;1003800360
1638199380;2021-11-29 18:23;214422416;922157312;214422416;922157312
1638199440;2021-11-29 18:24;203261008;984826784;203261008;984826784
1638199500;2021-11-29 18:25;214283400;903265520;214283400;903265520
1638199560;2021-11-29 18:26;237073496;1084531944;237073496;1084531944
1638199620;2021-11-29 18:27;225591104;925797944;225591104;925797944
1638199680;2021-11-29 18:28;322361344;1020425320;322361344;1020425320
1638199740;2021-11-29 18:29;206944608;1026293008;206944608;1026293008
1638199800;2021-11-29 18:30;197112240;915909016;197112240;915909016
1638199860;2021-11-29 18:31;230697888;1134404536;230697888;1134404536
1638199920;2021-11-29 18:32;205425080;1003439600;205425080;1003439600
1638199980;2021-11-29 18:33;219001208;1083681240;219001208;1083681240
1638200040;2021-11-29 18:34;236239152;1079370512;236239152;1079370512
1638200100;2021-11-29 18:35;262783184;809869768;262783184;809869768
1638200160;2021-11-29 18:36;351215616;1027548576;351215616;1027548576
1638200220;2021-11-29 18:37;216739360;835328448;216739360;835328448
1638200280;2021-11-29 18:38;204768952;900254568;204768952;900254568
1638200340;2021-11-29 18:39;203711664;963442120;203711664;963442120
1638200400;2021-11-29 18:40;198118616;950534952;198118616;950534952
1638200460;2021-11-29 18:41;204599408;947998168;204599408;947998168
1638200520;2021-11-29 18:42;198984616;860874560;198984616;860874560
1638200580;2021-11-29 18:43;212381240;837982680;212381240;837982680
1638200640;2021-11-29 18:44;215880632;881320528;215880632;881320528
1638200700;2021-11-29 18:45;191601760;1069719336;191601760;1069719336
1638200760;2021-11-29 18:46;216698752;981869720;216698752;981869720
1638200820;2021-11-29 18:47;201667416;921047776;201667416;921047776
1638200880;2021-11-29 18:48;209656784;921030896;209656784;921030896
1638200940;2021-11-29 18:49;207338416;933319120;207338416;933319120
1638201000;2021-11-29 18:50;196698856;842354888;196698856;842354888
1638201060;2021-11-29 18:51;221813632;1009796504;221813632;1009796504
1638201120;2021-11-29 18:52;192361824;994692224;192361824;994692224
1638201180;2021-11-29 18:53;192206336;931921840;192206336;931921840
1638201240;2021-11-29 18:54;184360840;914023264;184360840;914023264
1638201300;2021-11-29 18:55;174924992;911851480;174924992;911851480
1638201360;2021-11-29 18:56;182729272;858365432;182729272;858365432
1638201420;2021-11-29 18:57;187418312;828035208;187418312;828035208
1638201480;2021-11-29 18:58;198360424;886445424;198360424;886445424
1638201540;2021-11-29 18:59;183830536;906255312;183830536;906255312
1638201600;2021-11-29 19:00;179682688;840528840;179682688;840528840
1638201660;2021-11-29 19:01;185091960;888077960;185091960;888077960
1638201720;2021-11-29 19:02;172884152;891773592;172884152;891773592
1638201780;2021-11-29 19:03;181430752;827823128;181430752;827823128
1638201840;2021-11-29 19:04;176781232;867328112;176781232;867328112
1638201900;2021-11-29 19:05;182829568;830774280;182829568;830774280
1638201960;2021-11-29 19:06;192889296;946650064;192889296;946650064
1638202020;2021-11-29 19:07;193772352;890697440;193772352;890697440
1638202080;2021-11-29 19:08;189657664;805906584;189657664;805906584
1638202140;2021-11-29 19:09;188858456;790673584;188858456;790673584
1638202200;2021-11-29 19:10;234449016;813460376;234449016;813460376
1638202260;2021-11-29 19:11;385720064;902185136;385720064;902185136
1638202320;2021-11-29 19:12;276538480;876766792;276538480;876766792
1638202380;2021-11-29 19:13;179030152;853661288;179030152;853661288
1638202440;2021-11-29 19:14;185663384;909274920;185663384;909274920
1638202500;2021-11-29 19:15;161295176;712366528;161295176;712366528
1638202560;2021-11-29 19:16;194231472;857445920;194231472;857445920
1638202620;2021-11-29 19:17;163990992;842635896;163990992;842635896
1638202680;2021-11-29 19:18;158866792;837737200;158866792;837737200
1638202740;2021-11-29 19:19;169265752;778425920;169265752;778425920
1638202800;2021-11-29 19:20;191537064;806470704;191537064;806470704
1638202860;2021-11-29 19:21;213056232;905427752;213056232;905427752
1638202920;2021-11-29 19:22;224703776;828199672;224703776;828199672
1638202980;2021-11-29 19:23;203546520;722067088;203546520;722067088
1638203040;2021-11-29 19:24;199676504;755371952;199676504;755371952
1638203100;2021-11-29 19:25;192941656;690443536;192941656;690443536
1638203160;2021-11-29 19:26;255818608;812792136;255818608;812792136
1638203220;2021-11-29 19:27;225729848;696281840;225729848;696281840
1638203280;2021-11-29 19:28;217373104;764194416;217373104;764194416
1638203340;2021-11-29 19:29;203525280;685393032;203525280;685393032
1638203400;2021-11-29 19:30;183829736;675977240;183829736;675977240
1638203460;2021-11-29 19:31;222915088;797949496;222915088;797949496
1638203520;2021-11-29 19:32;182417440;699456088;182417440;699456088
1638203580;2021-11-29 19:33;209862216;804383216;209862216;804383216
1638203640;2021-11-29 19:34;192747304;809099216;192747304;809099216
1638203700;2021-11-29 19:35;163685584;691210664;163685584;691210664
1638203760;2021-11-29 19:36;195783336;832339552;195783336;832339552
1638203820;2021-11-29 19:37;171908800;774004224;171908800;774004224
1638203880;2021-11-29 19:38;169688664;724490288;169688664;724490288
1638203940;2021-11-29 19:39;181105688;743242608;181105688;743242608
1638204000;2021-11-29 19:40;187887168;674882064;187887168;674882064
1638204060;2021-11-29 19:41;208095960;768927888;208095960;768927888
1638204120;2021-11-29 19:42;214828152;799987168;214828152;799987168
1638204180;2021-11-29 19:43;189251368;733765408;189251368;733765408
1638204240;2021-11-29 19:44;188982984;743201920;188982984;743201920
1638204300;2021-11-29 19:45;178651296;752041520;178651296;752041520
1638204360;2021-11-29 19:46;195767088;820610360;195767088;820610360
1638204420;2021-11-29 19:47;180047216;785452416;180047216;785452416
1638204480;2021-11-29 19:48;184245480;774681280;184245480;774681280
1638204540;2021-11-29 19:49;181559152;762401632;181559152;762401632
1638204600;2021-11-29 19:50;184398888;738898024;184398888;738898024
1638204660;2021-11-29 19:51;209780944;782358776;209780944;782358776
1638204720;2021-11-29 19:52;203026400;828853512;203026400;828853512
1638204780;2021-11-29 19:53;212153976;854927816;212153976;854927816
1638204840;2021-11-29 19:54;224570000;856958392;224570000;856958392
1638204900;2021-11-29 19:55;253379264;804853552;253379264;804853552
1638204960;2021-11-29 19:56;282869840;876435464;282869840;876435464
1638205020;2021-11-29 19:57;248693072;879491872;248693072;879491872
1638205080;2021-11-29 19:58;263316120;743611312;263316120;743611312
1638205140;2021-11-29 19:59;263158568;743349256;263158568;743349256
1638205200;2021-11-29 20:00;256054208;775149448;256054208;775149448
1638205260;2021-11-29 20:01;256352800;772888696;256352800;772888696
1638205320;2021-11-29 20:02;282545968;838506584;282545968;838506584
1638205380;2021-11-29 20:03;352503176;941037680;352503176;941037680
1638205440;2021-11-29 20:04;249107152;792112584;249107152;792112584
1638205500;2021-11-29 20:05;248528440;832772408;248528440;832772408
1638205560;2021-11-29 20:06;299513688;812731400;299513688;812731400
1638205620;2021-11-29 20:07;233650352;792878000;233650352;792878000
1638205680;2021-11-29 20:08;237645464;806983368;237645464;806983368
1638205740;2021-11-29 20:09;228111912;799291008;228111912;799291008
1638205800;2021-11-29 20:10;226973896;719708984;226973896;719708984
1638205860;2021-11-29 20:11;230027712;734387992;230027712;734387992
1638205920;2021-11-29 20:12;232838760;727107704;232838760;727107704
1638205980;2021-11-29 20:13;225019704;756740184;225019704;756740184
1638206040;2021-11-29 20:14;234414144;772060968;234414144;772060968
1638206100;2021-11-29 20:15;209396024;724364856;209396024;724364856
1638206160;2021-11-29 20:16;235525352;839905328;235525352;839905328
1638206220;2021-11-29 20:17;336608000;772701136;336608000;772701136
1638206280;2021-11-29 20:18;477530032;797092736;477530032;797092736
1638206340;2021-11-29 20:19;337176792;740630760;337176792;740630760
1638206400;2021-11-29 20:20;226651704;719999936;226651704;719999936
1638206460;2021-11-29 20:21;309813296;836257384;309813296;836257384
1638206520;2021-11-29 20:22;259011744;844676584;259011744;844676584
1638206580;2021-11-29 20:23;254861072;800099256;254861072;800099256
1638206640;2021-11-29 20:24;274127296;816378192;274127296;816378192
1638206700;2021-11-29 20:25;253100144;710987328;253100144;710987328
1638206760;2021-11-29 20:26;301745856;842724344;301745856;842724344
1638206820;2021-11-29 20:27;277748024;746418784;277748024;746418784
1638206880;2021-11-29 20:28;289084944;768815376;289084944;768815376
1638206940;2021-11-29 20:29;290299720;754488664;290299720;754488664
1638207000;2021-11-29 20:30;263766416;756840472;263766416;756840472
1638207060;2021-11-29 20:31;277868024;756202408;277868024;756202408
1638207120;2021-11-29 20:32;296074320;901017816;296074320;901017816
1638207180;2021-11-29 20:33;324189240;802693048;324189240;802693048
1638207240;2021-11-29 20:34;297168704;889760008;297168704;889760008
1638207300;2021-11-29 20:35;280635360;735688712;280635360;735688712
1638207360;2021-11-29 20:36;329907776;882590712;329907776;882590712
1638207420;2021-11-29 20:37;289395600;852099184;289395600;852099184
1638207480;2021-11-29 20:38;294239536;834935864;294239536;834935864
1638207540;2021-11-29 20:39;261526240;795571800;261526240;795571800
1638207600;2021-11-29 20:40;248602088;762229896;248602088;762229896
1638207660;2021-11-29 20:41;276957712;815390152;276957712;815390152
1638207720;2021-11-29 20:42;258623720;729190528;258623720;729190528
1638207780;2021-11-29 20:43;253300504;873752816;253300504;873752816
1638207840;2021-11-29 20:44;275783952;801442752;275783952;801442752
1638207900;2021-11-29 20:45;298551104;813271880;298551104;813271880
1638207960;2021-11-29 20:46;313919248;841583312;313919248;841583312
1638208020;2021-11-29 20:47;297047024;897843384;297047024;897843384
1638208080;2021-11-29 20:48;278062576;832130600;278062576;832130600
1638208140;2021-11-29 20:49;289672776;810903224;289672776;810903224
1638208200;2021-11-29 20:50;296323264;793757744;296323264;793757744
1638208260;2021-11-29 20:51;313224720;827026360;313224720;827026360
1638208320;2021-11-29 20:52;325177336;815100512;325177336;815100512
1638208380;2021-11-29 20:53;316166640;845681208;316166640;845681208
1638208440;2021-11-29 20:54;293035168;784362848;293035168;784362848
1638208500;2021-11-29 20:55;286580536;800910184;286580536;800910184
1638208560;2021-11-29 20:56;318166696;843623640;318166696;843623640
1638208620;2021-11-29 20:57;286937360;804001120;286937360;804001120
1638208680;2021-11-29 20:58;297153816;824087736;297153816;824087736
1638208740;2021-11-29 20:59;287736440;837728664;287736440;837728664
1638208800;2021-11-29 21:00;248132016;810570072;248132016;810570072
1638208860;2021-11-29 21:01;270764584;798516008;270764584;798516008
1638208920;2021-11-29 21:02;252076384;801393920;252076384;801393920
1638208980;2021-11-29 21:03;312166472;757945360;312166472;757945360
1638209040;2021-11-29 21:04;434042280;773938688;434042280;773938688
1638209100;2021-11-29 21:05;240705016;682061968;240705016;682061968
1638209160;2021-11-29 21:06;274091880;825155360;274091880;825155360
1638209220;2021-11-29 21:07;250948928;740810720;250948928;740810720
1638209280;2021-11-29 21:08;293536472;830450360;293536472;830450360
1638209340;2021-11-29 21:09;263964856;830001208;263964856;830001208
1638209400;2021-11-29 21:10;252217336;667833432;252217336;667833432
1638209460;2021-11-29 21:11;276820032;770157416;276820032;770157416
1638209520;2021-11-29 21:12;263213136;762504400;263213136;762504400
