Timestamp;DateTime;Pirog17-cr1_ae3.773(AS20764 Rascom AVN_1389ip)_tx;Pirog17-cr1_ae3.773(AS20764 Rascom AVN_1389ip)_rx;BMor18-cr1_et-0/0/1.773(AS20764 Rascom spb-ivc-cr3)_tx;BMor18-cr1_et-0/0/1.773(AS20764 Rascom spb-ivc-cr3)_rx;BMor18-cr1_et-0/0/1.1389(AS20764 Rascom spb-bm18-cr1)_tx;BMor18-cr1_et-0/0/1.1389(AS20764 Rascom spb-bm18-cr1)_rx;Cvetoch19-cr1_ae3.773(AS20764 Rascom spb-ivc-cr3)_tx;Cvetoch19-cr1_ae3.773(AS20764 Rascom spb-ivc-cr3)_rx;Cvetoch19-cr1_ae3.1389(AS20764 Rascom spb-sel-cr2)_tx;Cvetoch19-cr1_ae3.1389(AS20764 Rascom spb-sel-cr2)_rx;Aggregated_tx;Aggregated_rx
1635986220;2021-11-04 03:37;95458480;110267424;0;0;0;0;170164256;72026680;301055736;62005880;566678472;244299984
1635986280;2021-11-04 03:38;120040216;113229640;0;0;0;0;163692064;61051304;317888496;63949496;601620776;238230440
1635986340;2021-11-04 03:39;123581352;110810744;0;0;0;0;166785688;79186760;298204024;83970496;588571064;273968000
1635986400;2021-11-04 03:40;110248496;107802344;0;0;0;0;116125472;69038776;219829560;79333976;446203528;256175096
1635986460;2021-11-04 03:41;122812256;92672288;0;0;0;0;117909584;67879984;190496552;79714952;431218392;240267224
1635986520;2021-11-04 03:42;106221992;98563120;0;0;0;0;148923352;71072552;231918008;63084176;487063352;232719848
1635986580;2021-11-04 03:43;114664064;116187248;0;0;0;0;174066056;45062832;268888272;43917200;557618392;205167280
1635986640;2021-11-04 03:44;107814536;89245784;0;0;0;0;196030000;45438936;254868368;25741200;558712904;160425920
1635986700;2021-11-04 03:45;103900120;87598688;0;0;0;0;192218648;42603544;275200440;35116592;571319208;165318824
1635986760;2021-11-04 03:46;107469672;98502064;0;0;0;0;182473264;54187656;240113776;105886248;530056712;258575968
1635986820;2021-11-04 03:47;84915672;89945720;0;0;0;0;182974784;98737008;256043432;152651864;523933888;341334592
1635986880;2021-11-04 03:48;161568856;96639864;0;0;0;0;268823280;69874736;222178688;153785888;652570824;320300488
1635986940;2021-11-04 03:49;185195136;82884488;0;0;0;0;267701288;60270032;239354784;149011248;692251208;292165768
1635987000;2021-11-04 03:50;86453904;86908792;0;0;0;0;241070664;48123040;256341392;165991184;583865960;301023016
1635987060;2021-11-04 03:51;110881528;108976728;0;0;0;0;259925000;40553240;222179104;164036104;592985632;313566072
1635987120;2021-11-04 03:52;114085480;100573568;0;0;0;0;274215792;49941968;255703304;131572408;644004576;282087944
1635987180;2021-11-04 03:53;133209168;91298608;0;0;0;0;288904768;52483296;268230496;119435840;690344432;263217744
1635987240;2021-11-04 03:54;127672512;94053496;0;0;0;0;274770920;55118328;243622152;119699736;646065584;268871560
1635987300;2021-11-04 03:55;103921752;107939952;0;0;0;0;241975616;51254600;202365048;114615248;548262416;273809800
1635987360;2021-11-04 03:56;122326864;105264896;0;0;0;0;218261792;41225936;145137512;97626312;485726168;244117144
1635987420;2021-11-04 03:57;122848496;56037688;0;0;0;0;222916504;48601464;145985312;112808080;491750312;217447232
1635987480;2021-11-04 03:58;78737920;70822184;0;0;0;0;187897480;59312648;205838928;126235688;472474328;256370520
1635987540;2021-11-04 03:59;92373856;87811432;0;0;0;0;147713624;51944496;171274032;117804312;411361512;257560240
1635987600;2021-11-04 04:00;118914672;91723800;0;0;0;0;244144824;45257440;243615112;131295208;606674608;268276448
1635987660;2021-11-04 04:01;108311272;99359696;0;0;0;0;222799200;47083296;202991016;129341928;534101488;275784920
1635987720;2021-11-04 04:02;142430456;97001096;0;0;0;0;269777288;45762088;226163208;142539896;638370952;285303080
1635987780;2021-11-04 04:03;110240848;65253576;0;0;0;0;334551672;78380240;280142760;98052008;724935280;241685824
1635987840;2021-11-04 04:04;116897392;75413456;0;0;0;0;328006048;70959344;285354208;83089992;730257648;229462792
1635987900;2021-11-04 04:05;120151576;87707728;0;0;0;0;320922344;79241744;265951448;61111104;707025368;228060576
1635987960;2021-11-04 04:06;81142512;99195232;0;0;0;0;275302216;80017736;251287216;55172064;607731944;234385032
1635988020;2021-11-04 04:07;81015392;91299384;0;0;0;0;276377808;80594816;228207760;95682336;585600960;267576536
1635988080;2021-11-04 04:08;85966288;101254280;0;0;0;0;286863848;61111912;206771088;69182904;579601224;231549096
1635988140;2021-11-04 04:09;69385480;100511056;0;0;0;0;276554984;67171704;215418944;66344992;561359408;234027752
1635988200;2021-11-04 04:10;73657168;75805736;0;0;0;0;305786304;66508080;150347664;76518968;529791136;218832784
1635988260;2021-11-04 04:11;81565568;46216472;0;0;0;0;246414608;63180136;128403160;66256728;456383336;175653336
1635988320;2021-11-04 04:12;77522856;76313760;0;0;0;0;260849880;70789096;150875272;65866488;489248008;212969344
1635988380;2021-11-04 04:13;74979976;59756472;0;0;0;0;256421784;56649816;140344560;91418664;471746320;207824952
1635988440;2021-11-04 04:14;99041952;35831640;0;0;0;0;249703176;52719648;147742768;101960784;496487896;190512072
1635988500;2021-11-04 04:15;114638104;91113288;0;0;0;0;255433440;56203448;160940928;93997784;531012472;241314520
1635988560;2021-11-04 04:16;99444584;104395136;0;0;0;0;262254464;53111240;151714456;114232136;513413504;271738512
1635988620;2021-11-04 04:17;99592464;95136576;0;0;0;0;275001616;76483632;164232456;82968792;538826536;254589000
1635988680;2021-11-04 04:18;94239352;70756216;0;0;0;0;310024408;54920880;154559184;86578120;558822944;212255216
1635988740;2021-11-04 04:19;94657240;93855152;0;0;0;0;342079128;52714184;145040632;98818392;581777000;245387728
1635988800;2021-11-04 04:20;89601184;101669992;0;0;0;0;434025032;62774912;142509144;101501080;666135360;265945984
1635988860;2021-11-04 04:21;96404696;88829688;0;0;0;0;438494304;51542544;142491984;86668176;677390984;227040408
1635988920;2021-11-04 04:22;84861616;89384600;0;0;0;0;397179608;90366672;116465352;58594400;598506576;238345672
1635988980;2021-11-04 04:23;82226552;107156120;0;0;0;0;280377024;110898088;82274280;65086104;444877856;283140312
1635989040;2021-11-04 04:24;75091736;103832256;0;0;0;0;449215512;68255656;56010360;81633152;580317608;253721064
1635989100;2021-11-04 04:25;75888624;110395160;0;0;0;0;473213144;79724696;55757848;97175360;604859616;287295216
1635989160;2021-11-04 04:26;77284352;70207464;0;0;0;0;398509720;54122000;124823480;80342600;600617552;204672064
1635989220;2021-11-04 04:27;78983776;80801616;0;0;0;0;412456960;80374224;114166496;71325960;605607232;232501800
1635989280;2021-11-04 04:28;72498720;94229008;0;0;0;0;415661440;67304528;126330168;103942584;614490328;265476120
1635989340;2021-11-04 04:29;70172080;98051096;0;0;0;0;400713768;79312712;114276384;84578048;585162232;261941856
1635989400;2021-11-04 04:30;72786896;49230192;0;0;0;0;379240520;67201536;117449144;87005248;569476560;203436976
1635989460;2021-11-04 04:31;70816192;65584688;0;0;0;0;430104912;71427816;118662072;82769792;619583176;219782296
1635989520;2021-11-04 04:32;69522456;68292960;0;0;0;0;425744040;94347048;115048680;88569208;610315176;251209216
1635989580;2021-11-04 04:33;72783288;93178688;0;0;0;0;416685392;72246968;118200496;86751016;607669176;252176672
1635989640;2021-11-04 04:34;78084032;120444448;0;0;0;0;398945136;80034960;137413912;84258872;614443080;284738280
1635989700;2021-11-04 04:35;82883960;89262784;0;0;0;0;394966896;58760456;101442688;99876360;579293544;247899600
1635989760;2021-11-04 04:36;85865168;69462896;0;0;0;0;415815664;55147632;129132800;73731136;630813632;198341664
1635989820;2021-11-04 04:37;87935720;114987952;0;0;0;0;420456408;54946336;117581520;94425784;625973648;264360072
1635989880;2021-11-04 04:38;80992176;126117984;0;0;0;0;426708760;41483200;115610072;79923632;623311008;247524816
1635989940;2021-11-04 04:39;95841848;112855840;0;0;0;0;392240824;58904280;84950232;69683520;573032904;241443640
1635990000;2021-11-04 04:40;92291520;110190376;0;0;0;0;395450400;48113328;105602824;81010312;593344744;239314016
1635990060;2021-11-04 04:41;96062104;50838680;0;0;0;0;387701216;66206616;106915944;105686200;590679264;222731496
1635990120;2021-11-04 04:42;78744864;59277528;0;0;0;0;376972384;35930696;133523112;62800512;589240360;158008736
1635990180;2021-11-04 04:43;99355544;79130704;0;0;0;0;364891968;63648736;153420192;61814760;617667704;204594200
1635990240;2021-11-04 04:44;101865208;92858096;0;0;0;0;338451936;49476592;197523048;115574104;637840192;257908792
1635990300;2021-11-04 04:45;100786312;97594688;0;0;0;0;360101792;53287160;193661104;78083184;654549208;228965032
1635990360;2021-11-04 04:46;89922040;103659424;0;0;0;0;366120096;42396296;178772824;79260080;634814960;225315800
1635990420;2021-11-04 04:47;97205592;99252936;0;0;0;0;353514808;42406376;193629872;89407352;644350272;231066664
1635990480;2021-11-04 04:48;109036448;61123720;0;0;0;0;361763336;41724136;195481024;102411552;666280808;205259408
1635990540;2021-11-04 04:49;94471600;97008432;0;0;0;0;369759568;55800736;190176064;85768840;654407232;238578008
1635990600;2021-11-04 04:50;88634056;55381120;0;0;0;0;370856232;46853048;202044456;70021000;661534744;172255168
1635990660;2021-11-04 04:51;86712752;87655368;0;0;0;0;345259824;45774856;193165944;77510232;625138520;210940456
1635990720;2021-11-04 04:52;88954736;62442864;0;0;0;0;349341488;61692792;193574256;78243992;631870480;202379648
1635990780;2021-11-04 04:53;89428000;87486560;0;0;0;0;338017464;47013488;199141880;73521440;626587344;208021488
1635990840;2021-11-04 04:54;97736288;116287896;0;0;0;0;309015776;48816400;200619088;74097568;607371152;239201864
1635990900;2021-11-04 04:55;93415888;115723952;0;0;0;0;308685168;40430240;196678136;81868904;598779192;238023096
1635990960;2021-11-04 04:56;103396304;83925296;0;0;0;0;326107840;39551960;215626480;77837912;645130624;201315168
1635991020;2021-11-04 04:57;105530280;104173408;0;0;0;0;310316712;45600504;209255304;86166424;625102296;235940336
1635991080;2021-11-04 04:58;100585056;115341584;0;0;0;0;324034168;57321296;209265384;83414456;633884608;256077336
1635991140;2021-11-04 04:59;100591000;80246304;0;0;0;0;309795936;55023344;206232744;79518920;616619680;214788568
1635991200;2021-11-04 05:00;101597656;93673944;0;0;0;0;363003248;45639408;198782576;88948376;663383480;228261728
1635991260;2021-11-04 05:01;91339384;107116496;0;0;0;0;418475336;39961888;230214688;88344528;740029408;235422912
1635991320;2021-11-04 05:02;92294616;98878520;0;0;0;0;403498296;40248064;213903600;79517832;709696512;218644416
1635991380;2021-11-04 05:03;91490448;141864672;0;0;0;0;391015016;75975472;225225224;79989992;707730688;297830136
1635991440;2021-11-04 05:04;86855384;96984040;0;0;0;0;418630208;51516544;198918568;78616712;704404160;227117296
1635991500;2021-11-04 05:05;92302464;45519960;0;0;0;0;405439240;54577760;210095880;85664848;707837584;185762568
1635991560;2021-11-04 05:06;89890016;53560560;0;0;0;0;425130952;63324400;205393448;114387960;720414416;231272920
1635991620;2021-11-04 05:07;91736536;95602144;0;0;0;0;411537712;60373184;199411168;72601472;702685416;228576800
1635991680;2021-11-04 05:08;89878256;114063888;0;0;0;0;403780368;44819744;203072672;89203936;696731296;248087568
1635991740;2021-11-04 05:09;89055240;64310336;0;0;0;0;407961920;55992008;220722464;75974816;717739624;196277160
1635991800;2021-11-04 05:10;91528096;97346688;0;0;0;0;327654800;47717160;159339136;64314352;578522032;209378200
1635991860;2021-11-04 05:11;91076376;80035096;0;0;0;0;219578408;57536928;77939648;87881600;388594432;225453624
1635991920;2021-11-04 05:12;98412104;98714320;0;0;0;0;239172616;52667544;84380632;63972568;421965352;215354432
1635991980;2021-11-04 05:13;95366512;79559192;0;0;0;0;252058592;55045272;93062984;65706992;440488088;200311456
1635992040;2021-11-04 05:14;94255200;89901336;0;0;0;0;204948200;61631352;73017192;88839856;372220592;240372544
1635992100;2021-11-04 05:15;79595752;69980776;0;0;0;0;258171536;55482368;70016472;93425552;407783760;218888696
1635992160;2021-11-04 05:16;78782728;101512464;0;0;0;0;239527504;68547920;81951896;110331480;400262128;280391864
1635992220;2021-11-04 05:17;78056616;96923408;0;0;0;0;210071640;41369648;66945520;94985088;355073776;233278144
1635992280;2021-11-04 05:18;89345656;59538192;0;0;0;0;161373816;45370752;113001680;96650976;363721152;201559920
1635992340;2021-11-04 05:19;97413032;111463720;0;0;0;0;162903336;43617200;116007584;107408984;376323952;262489904
1635992400;2021-11-04 05:20;108822840;93228144;0;0;0;0;126037616;36486040;105694632;86611168;340555088;216325352
1635992460;2021-11-04 05:21;103135504;94716232;0;0;0;0;133263472;49933208;112435608;91745544;348834584;236394984
1635992520;2021-11-04 05:22;107542656;71029688;0;0;0;0;165515216;65915752;112425512;83263272;385483384;220208712
1635992580;2021-11-04 05:23;100188672;39269776;0;0;0;0;141635560;55851752;86077136;87340112;327901368;182461640
1635992640;2021-11-04 05:24;94051336;44058760;0;0;0;0;154393120;60202968;72087760;95948120;320532216;200209848
1635992700;2021-11-04 05:25;95943664;39441208;0;0;0;0;228431064;80818976;72534176;131205792;396908904;251465976
1635992760;2021-11-04 05:26;93489272;51361928;0;0;0;0;203290168;71313976;66607472;93258608;363386912;215934512
1635992820;2021-11-04 05:27;91450992;34794360;0;0;0;0;168632864;68414160;130318408;91970792;390402264;195179312
1635992880;2021-11-04 05:28;89192872;29987176;0;0;0;0;194621456;49400128;170926936;80474896;454741264;159862200
1635992940;2021-11-04 05:29;88958096;22564936;0;0;0;0;228029952;41516384;170820032;87008384;487808080;151089704
1635993000;2021-11-04 05:30;91321512;31750536;0;0;0;0;185540296;74570632;137281960;85793592;414143768;192114760
1635993060;2021-11-04 05:31;89735528;46281376;0;0;0;0;218048000;40587600;125860040;78363688;433643568;165232664
1635993120;2021-11-04 05:32;95966072;48048504;0;0;0;0;221352128;52299552;154009888;159115312;471328088;259463368
1635993180;2021-11-04 05:33;92415152;35685328;0;0;0;0;199293544;68771216;125722648;106211632;417431344;210668176
1635993240;2021-11-04 05:34;95109544;34508024;0;0;0;0;185045712;85081208;139303904;74385352;419459160;193974584
1635993300;2021-11-04 05:35;100882272;39523656;0;0;0;0;178040872;81118944;168549760;93330808;447472904;213973408
1635993360;2021-11-04 05:36;97686896;38940376;0;0;0;0;160761352;100619872;144609032;87086952;403057280;226647200
1635993420;2021-11-04 05:37;95705432;63046064;0;0;0;0;177777456;71678064;146465024;89751072;419947912;224475200
1635993480;2021-11-04 05:38;91664224;32473632;0;0;0;0;173635232;63829616;154388712;53511528;419688168;149814776
1635993540;2021-11-04 05:39;93307592;29864600;0;0;0;0;179215408;46403808;132361600;99148904;404884600;175417312
1635993600;2021-11-04 05:40;84818280;44022024;0;0;0;0;189316200;49803456;130910648;86486336;405045128;180311816
1635993660;2021-11-04 05:41;87476024;38899080;0;0;0;0;207553792;53845152;113342168;58070216;408371984;150814448
1635993720;2021-11-04 05:42;95209136;41336664;0;0;0;0;182438096;59388392;125044248;75031688;402691480;175756744
1635993780;2021-11-04 05:43;86243464;64050904;0;0;0;0;175995768;50165848;117158720;76235040;379397952;190451792
1635993840;2021-11-04 05:44;81374888;76486640;0;0;0;0;223807664;72395776;145627008;96425120;450809560;245307536
1635993900;2021-11-04 05:45;80496624;83910760;0;0;0;0;210789120;73491040;143819616;82070824;435105360;239472624
1635993960;2021-11-04 05:46;81374848;126148160;0;0;0;0;160578856;40275536;135235016;66021192;377188720;232444888
1635994020;2021-11-04 05:47;74602808;127688536;0;0;0;0;169912440;45847368;133498208;63587112;378013456;237123016
1635994080;2021-11-04 05:48;75785456;70550944;0;0;0;0;181942048;50582104;153851880;74950888;411579384;196083936
1635994140;2021-11-04 05:49;82589624;71730912;0;0;0;0;192355720;55138912;153272280;88220936;428217624;215090760
1635994200;2021-11-04 05:50;82904520;107746656;0;0;0;0;214666064;60963256;157333848;89659008;454904432;258368920
1635994260;2021-11-04 05:51;79595088;111012800;0;0;0;0;195353416;53913912;137946272;84426872;412894776;249353584
1635994320;2021-11-04 05:52;70354704;44527240;0;0;0;0;210733048;42061320;138861840;85264648;419949592;171853208
1635994380;2021-11-04 05:53;77040528;47016216;0;0;0;0;183594424;50715304;148558512;84238232;409193464;181969752
1635994440;2021-11-04 05:54;71610832;30552520;0;0;0;0;155051480;62149912;132020528;78063608;358682840;170766040
1635994500;2021-11-04 05:55;68858376;30140552;0;0;0;0;179498840;71763104;138643184;64470112;387000400;166373768
1635994560;2021-11-04 05:56;80403496;51065592;0;0;0;0;164770048;66553280;126805192;49267176;371978736;166886048
1635994620;2021-11-04 05:57;78455296;40299096;0;0;0;0;163257776;74867808;116445912;69750112;358158984;184917016
1635994680;2021-11-04 05:58;74767952;42764256;0;0;0;0;220521824;88491024;61667184;80538552;356956960;211793832
1635994740;2021-11-04 05:59;75377448;84007016;0;0;0;0;195095008;76685080;62207904;60141136;332680360;220833232
1635994800;2021-11-04 06:00;78358496;79160792;0;0;0;0;179359224;75172808;72553648;58325496;330271368;212659096
1635994860;2021-11-04 06:01;79191160;61882592;0;0;0;0;216392856;112836472;74785256;89548512;370369272;264267576
1635994920;2021-11-04 06:02;102528440;80842064;0;0;0;0;233645296;91841000;70907464;98139080;407081200;270822144
1635994980;2021-11-04 06:03;90632976;65421048;0;0;0;0;180065568;109982200;105787744;96322560;376486288;271725808
1635995040;2021-11-04 06:04;84602208;116116560;0;0;0;0;0;86067256;0;98588960;84602208;300772776
1635995100;2021-11-04 06:05;83901576;97149328;0;0;0;0;171383072;105064496;153474656;82637640;408759304;284851464
1635995160;2021-11-04 06:06;76831800;111811088;0;0;0;0;138251008;84173840;172989168;82846832;388071976;278831760
1635995220;2021-11-04 06:07;81250720;105034408;0;0;0;0;141742088;132123800;165562696;90744936;388555504;327903144
1635995280;2021-11-04 06:08;83588312;124752752;0;0;0;0;145831152;96627696;178556432;117998824;407975896;339379272
1635995340;2021-11-04 06:09;81020688;83056504;0;0;0;0;116679328;200019096;187952016;116276104;385652032;399351704
1635995400;2021-11-04 06:10;102980960;107498536;0;0;0;0;164563056;176773176;201444568;129017008;468988584;413288720
1635995460;2021-11-04 06:11;104503984;102007400;0;0;0;0;154068800;156412152;192462368;91810400;451035152;350229952
1635995520;2021-11-04 06:12;102196032;100089136;0;0;0;0;142449248;153849432;214799040;82808000;459444320;336746568
1635995580;2021-11-04 06:13;91266120;135797728;0;0;0;0;137250792;153814304;218111296;89706216;446628208;379318248
1635995640;2021-11-04 06:14;89037944;139457560;0;0;0;0;153571936;184819992;207675576;76955224;450285456;401232776
1635995700;2021-11-04 06:15;83596040;145553256;0;0;0;0;216548184;171003672;169652360;86120344;469796584;402677272
1635995760;2021-11-04 06:16;75886376;117911608;0;0;0;0;206866008;91667472;137713456;105245016;420465840;314824096
1635995820;2021-11-04 06:17;82260120;130226512;0;0;0;0;200687720;105572808;161162224;92923416;444110064;328722736
1635995880;2021-11-04 06:18;77229968;139435872;0;0;0;0;146718992;118674800;187004056;86905168;410953016;345015840
1635995940;2021-11-04 06:19;72294208;121872200;0;0;0;0;163552392;109837192;194693464;60019768;430540064;291729160
1635996000;2021-11-04 06:20;79106344;150161608;0;0;0;0;172895416;135263920;179033872;75738768;431035632;361164296
1635996060;2021-11-04 06:21;77943736;147400072;0;0;0;0;165265552;129265808;190229800;49293192;433439088;325959072
1635996120;2021-11-04 06:22;78179400;135697952;0;0;0;0;178920264;113220160;170411672;71557792;427511336;320475904
1635996180;2021-11-04 06:23;77319096;107234800;0;0;0;0;192931056;128512744;171594360;45828720;441844512;281576264
1635996240;2021-11-04 06:24;75872088;135679568;0;0;0;0;154879984;134808488;166650168;43273984;397402240;313762040
1635996300;2021-11-04 06:25;85527552;182468176;0;0;0;0;140335568;135177792;146028120;48044824;371891240;365690792
1635996360;2021-11-04 06:26;87266152;146305728;0;0;0;0;169370176;139468576;151966808;56921288;408603136;342695592
1635996420;2021-11-04 06:27;89734904;131779752;0;0;0;0;142180856;125633688;164240504;121996304;396156264;379409744
1635996480;2021-11-04 06:28;80261144;132849944;0;0;0;0;161043360;156182688;169648472;153868208;410952976;442900840
1635996540;2021-11-04 06:29;75773448;143197592;0;0;0;0;139611392;150753184;169730848;144086872;385115688;438037648
1635996600;2021-11-04 06:30;75258920;135959816;0;0;0;0;161190496;158056944;178645328;154179648;415094744;448196408
1635996660;2021-11-04 06:31;72568728;109406608;0;0;0;0;131883544;177054200;175357600;158595928;379809872;445056736
1635996720;2021-11-04 06:32;84330744;121465088;0;0;0;0;143638488;167079288;162625368;115409104;390594600;403953480
1635996780;2021-11-04 06:33;84817480;119524104;0;0;0;0;135362408;129678688;173181992;71390456;393361880;320593248
1635996840;2021-11-04 06:34;77633312;118065360;0;0;0;0;116627984;127039608;201397960;61265696;395659256;306370664
1635996900;2021-11-04 06:35;77802704;131944528;0;0;0;0;145919240;140457856;196169288;75173408;419891232;347575792
1635996960;2021-11-04 06:36;82674280;129779136;0;0;0;0;131740656;138952160;186653592;67270216;401068528;336001512
1635997020;2021-11-04 06:37;88107856;125898696;0;0;0;0;150136968;75085992;199504408;99999664;437749232;300984352
1635997080;2021-11-04 06:38;79466136;87965280;0;0;0;0;157865544;77980576;206153224;121172856;443484904;287118712
1635997140;2021-11-04 06:39;80813032;56823392;0;0;0;0;117042736;67244112;195107336;67485688;392963104;191553192
1635997200;2021-11-04 06:40;85125936;64496736;0;0;0;0;152075984;98694176;210333312;109809288;447535232;273000200
1635997260;2021-11-04 06:41;83036960;53498320;0;0;0;0;149494760;86288928;218450968;97331352;450982688;237118600
1635997320;2021-11-04 06:42;78328416;115387072;0;0;0;0;135476248;77510128;215754952;83318560;429559616;276215760
1635997380;2021-11-04 06:43;89393368;47635880;0;0;0;0;141771992;68029736;188658976;84406560;419824336;200072176
1635997440;2021-11-04 06:44;71689928;30614864;0;0;0;0;161479352;77049512;200058512;76658544;433227792;184322920
1635997500;2021-11-04 06:45;76449968;38585904;0;0;0;0;136773856;61904448;209638128;94932976;422861952;195423328
1635997560;2021-11-04 06:46;83860416;64591488;0;0;0;0;164169632;69875728;171915768;85073536;419945816;219540752
1635997620;2021-11-04 06:47;85044792;88104280;0;0;0;0;163465832;72846040;165334624;84976112;413845248;245926432
1635997680;2021-11-04 06:48;109531504;86754144;0;0;0;0;153680064;87949928;198663336;73982768;461874904;248686840
1635997740;2021-11-04 06:49;106038896;94151952;0;0;0;0;157487568;92704328;187943400;64458048;451469864;251314328
1635997800;2021-11-04 06:50;101863216;73171976;0;0;0;0;157285152;80996472;188869536;61241720;448017904;215410168
1635997860;2021-11-04 06:51;97680376;69423496;0;0;0;0;171485504;64538712;181067760;77395976;450233640;211358184
1635997920;2021-11-04 06:52;90799504;75376440;0;0;0;0;150606936;79961136;160827592;67459264;402234032;222796840
1635997980;2021-11-04 06:53;89540480;82887688;0;0;0;0;142596672;68149880;174238904;72604928;406376056;223642496
1635998040;2021-11-04 06:54;89779336;71411456;0;0;0;0;142037008;82311728;175133488;81126512;406949832;234849696
1635998100;2021-11-04 06:55;88251624;80223336;0;0;0;0;157374344;81034248;149369880;98623088;394995848;259880672
1635998160;2021-11-04 06:56;104789408;63408016;0;0;0;0;129901512;77816256;146601312;72976344;381292232;214200616
1635998220;2021-11-04 06:57;100574312;49416960;0;0;0;0;101623176;76438928;99092352;74916848;301289840;200772736
1635998280;2021-11-04 06:58;96275672;40582000;0;0;0;0;133507456;80481136;158892616;85210088;388675744;206273224
1635998340;2021-11-04 06:59;94429864;57722880;0;0;0;0;184261744;60657344;180044208;84044600;458735816;202424824
1635998400;2021-11-04 07:00;105713960;50529816;0;0;0;0;147484112;80597136;127545168;111093608;380743240;242220560
1635998460;2021-11-04 07:01;91436536;63114096;0;0;0;0;160491416;60504464;164770368;83439392;416698320;207057952
1635998520;2021-11-04 07:02;109546832;53934560;0;0;0;0;152887448;86826680;114300600;94039312;376734880;234800552
1635998580;2021-11-04 07:03;103915704;53117288;0;0;0;0;132790288;110034496;137893344;88815120;374599336;251966904
1635998640;2021-11-04 07:04;90102784;48953720;0;0;0;0;157951824;102489512;137108480;109468288;385163088;260911520
1635998700;2021-11-04 07:05;87950032;67722240;0;0;0;0;156302864;80279072;110455168;101399048;354708064;249400360
1635998760;2021-11-04 07:06;93987592;81167984;0;0;0;0;159753400;90906400;122147472;95980672;375888464;268055056
1635998820;2021-11-04 07:07;90693872;51238208;0;0;0;0;142799032;92278848;121567432;95198176;355060336;238715232
1635998880;2021-11-04 07:08;88148096;66396608;0;0;0;0;132938504;75408136;114652696;90018656;335739296;231823400
1635998940;2021-11-04 07:09;83257504;76892672;0;0;0;0;136746064;102474760;120828832;111404304;340832400;290771736
1635999000;2021-11-04 07:10;83567128;62208144;0;0;0;0;151008104;137653408;135285704;138463776;369860936;338325328
1635999060;2021-11-04 07:11;85720008;64013472;0;0;0;0;142773504;101876072;123989128;119703048;352482640;285592592
1635999120;2021-11-04 07:12;121489920;85462784;0;0;0;0;164145656;105205288;146909936;111739280;432545512;302407352
1635999180;2021-11-04 07:13;93590544;75355632;0;0;0;0;159559112;90630800;135328704;96955040;388478360;262941472
1635999240;2021-11-04 07:14;81053096;78829504;0;0;0;0;160864528;102480152;143076824;109801552;384994448;291111208
1635999300;2021-11-04 07:15;83411848;87056384;0;0;0;0;143534624;92221392;146434376;104755792;373380848;284033568
1635999360;2021-11-04 07:16;73532624;90493216;0;0;0;0;108366984;99085624;141903440;88255312;323803048;277834152
1635999420;2021-11-04 07:17;71451368;69338440;0;0;0;0;109557256;76224160;134935088;94601200;315943712;240163800
1635999480;2021-11-04 07:18;72785192;75421048;0;0;0;0;145216712;102250592;83986256;89744184;301988160;267415824
1635999540;2021-11-04 07:19;72139392;92872120;0;0;0;0;148079088;95084160;92082760;107334600;312301240;295290880
1635999600;2021-11-04 07:20;73959248;81465608;0;0;0;0;152881840;79424032;90008960;92098968;316850048;252988608
1635999660;2021-11-04 07:21;70913024;56096712;0;0;0;0;156767176;91327872;62631552;102659104;290311752;250083688
1635999720;2021-11-04 07:22;80487736;59711432;0;0;0;0;131542448;98598888;90096288;101757416;302126472;260067736
1635999780;2021-11-04 07:23;74509016;69079904;0;0;0;0;89261104;117669784;65304960;120626288;229075080;307375976
1635999840;2021-11-04 07:24;80738664;77538072;0;0;0;0;68612928;96546176;67377904;102517584;216729496;276601832
1635999900;2021-11-04 07:25;81647824;56908688;0;0;0;0;122743640;105211728;95607616;104168808;299999080;266289224
1635999960;2021-11-04 07:26;84495056;102091640;0;0;0;0;93466720;108675928;72101272;116193280;250063048;326960848
1636000020;2021-11-04 07:27;93070400;54158088;0;0;0;0;136937984;110993096;139020224;127326024;369028608;292477208
1636000080;2021-11-04 07:28;91658600;96216904;0;0;0;0;89374648;127213824;112711704;175857336;293744952;399288064
1636000140;2021-11-04 07:29;87032912;117808384;0;0;0;0;67606680;131228800;58981816;157300568;213621408;406337752
1636000200;2021-11-04 07:30;106966008;121071680;0;0;0;0;118397688;144578240;160130208;172023544;385493904;437673464
1636000260;2021-11-04 07:31;104176240;113738152;0;0;0;0;121754880;123595592;171486960;191691896;397418080;429025640
1636000320;2021-11-04 07:32;103896896;116438208;0;0;0;0;137548728;131356072;184290736;143016552;425736360;390810832
1636000380;2021-11-04 07:33;87114104;141971488;0;0;0;0;126212008;102885552;155118288;94289768;368444400;339146808
1636000440;2021-11-04 07:34;84709696;109826296;0;0;0;0;150017008;103610176;171498200;110436960;406224904;323873432
1636000500;2021-11-04 07:35;83346072;70538320;0;0;0;0;154705664;91146344;163266176;121241568;401317912;282926232
1636000560;2021-11-04 07:36;81330144;92803192;0;0;0;0;139221064;125035704;173875528;118826392;394426736;336665288
1636000620;2021-11-04 07:37;117125448;69269312;0;0;0;0;132456408;118078984;186256136;108509152;435837992;295857448
1636000680;2021-11-04 07:38;86556360;70315128;0;0;0;0;134585040;98869088;164848376;96331440;385989776;265515656
